"id","district","sch","exp_group","poverty_school","s3","s3npr","f3","f3npr","grade_fall2013","many13","s13_10","s13_11","s13_12","often13","family13","s13_15","s13_16","ethnicity_new","frl_new","lep_new","gender_new","s4","s4npr","tri14","teach","f4","many14","often14","s14_6","s14_7","s14_8","s14_9","s14_10","s14_11","family14","s14_13","s14_14","s14_15"
"AS-0001","AS","761312 ","Control (Math)",2,171,56,163,28,3,4,1,2,3,2,1,4,1,"Other",1,1,1,179,39,7,"800552",183,6,5,6,5,5,4,5,3,2,1,1,1
"AS-0002","AS","761312 ","Control (Math)",2,156,24,145,5,3,2,1,1,1,3,3,4,3,"Other",0,1,1,163,17,10,"800552",163,7,4,3,4,4,3,3,2,4,1,2,2
"AS-0003","AS","761312 ","Control (Math)",2,148,11,145,5,3,2,1,1,2,1,1,4,4,"Other",1,1,2,163,17,10,"800186",142,11,5,6,5,5,5,5,2,4,4,4,4
"AS-0004","AS","761312 ","Control (Math)",2,150,13,153,13,3,1,1,2,1,3,4,4,3,"Other",1,1,1,168,23,10,"800186",145,6,4,6,5,3,1,4,2,4,4,4,4
"AS-0006","AS","761312 ","READS         ",2,179,70,184,65,3,6,6,3,1,3,3,3,1,"Other",1,0,2,192,61,10,"800644",199,10,4,6,3,2,4,4,1,3,4,1,2
"AS-0007","AS","761312 ","READS         ",2,158,28,155,15,3,6,6,1,1,3,3,3,3,"Other",1,0,1,170,25,8,"800644",168,9,5,5,5,5,5,5,3,4,4,4,4
"AS-0010","AS","761312 ","Control (Math)",2,156,24,153,13,3,1,1,1,1,2,4,4,4,"Other",1,0,1,165,19,2,"800552",173,2,3,2,3,3,3,3,2,4,4,1,4
"AS-0011","AS","761312 ","Control (Math)",2,202,92,205,89,3,4,1,1,2,3,1,3,1,"White",1,0,2,214,84,5,"800552",212,6,2,4,2,2,2,2,3,2,2,1,2
"AS-0014","AS","761312 ","READS         ",2,184,77,197,82,3,3,3,1,1,3,1,4,1,"White",1,0,1,195,65,4,"800644",230,6,3,5,2,2,3,3,3,4,4,3,4
"AS-0017","AS","761312 ","READS         ",2,151,15,155,15,3,11,3,1,1,4,1,2,3,"Other",0,1,2,153,7,2,"800644",135,3,2,2,2,2,3,2,4,1,4,1,2
"AS-0018","AS","761312 ","Control (Math)",2,165,43,155,15,3,11,1,6,3,4,3,3,1,"White",1,0,1,175,33,8,"800552",183,11,4,6,4,4,4,5,4,3,1,1,1
"AS-0019","AS","761312 ","READS         ",2,168,50,163,28,3,3,2,1,3,2,1,3,1,"White",1,1,1,163,17,8,"800186",178,3,5,6,1,5,4,5,3,1,1,1,1
"AS-0020","AS","761312 ","READS         ",2,162,36,150,10,3,6,4,2,6,4,4,3,NA,"White",1,1,2,163,17,8,"800186",145,8,4,5,5,3,4,3,4,4,4,3,2
"AS-0023","AS","761312 ","Control (Math)",2,157,26,155,15,3,3,1,1,2,4,1,4,1,"Other",1,1,1,160,13,6,"800186",183,6,3,4,3,4,3,4,2,3,1,4,2
"AS-0025","AS","761312 ","READS         ",2,171,56,158,20,3,2,2,6,1,4,3,2,2,"Other",1,0,1,179,39,8,"800385",203,11,4,4,3,4,3,3,3,4,4,3,3
"AS-0031","AS","761312 ","READS         ",2,192,86,173,44,3,7,3,1,1,3,1,2,2,"White",0,0,2,192,61,6,"800644",183,6,3,6,3,3,2,2,3,3,3,3,4
"AS-0034","AS","761312 ","READS         ",2,212,96,224,98,3,2,6,1,1,2,1,3,2,"White",1,0,1,210,81,0,"800644",217,3,3,3,4,3,4,4,2,3,3,3,3
"AS-0037","AS","761312 ","Control (Math)",2,157,26,149,9,3,6,1,6,1,4,3,1,1,"White",1,0,2,170,25,0,"800186",135,7,4,2,3,2,1,3,2,1,1,1,2
"AS-0038","AS","761312 ","READS         ",2,192,86,176,50,3,10,6,1,1,NA,1,4,4,"Black",1,0,1,205,76,4,"800644",230,6,5,6,4,5,1,5,3,4,4,2,3
"AS-0040","AS","761312 ","Control (Math)",2,151,15,144,4,3,6,1,4,3,4,2,2,2,"Other",1,0,2,NA,NA,0,"800186",187,2,1,2,1,1,1,1,1,1,1,1,1
"AS-0045","AS","761312 ","READS         ",2,205,76,212,76,4,6,6,5,1,3,3,4,1,"Other",1,0,1,254,95,0,"800049",215,3,3,NA,3,3,3,2,3,3,4,1,3
"AS-0046","AS","761312 ","READS         ",2,150,5,160,10,4,2,6,1,1,4,4,4,4,"Other",1,1,2,178,22,0,"800049",175,4,1,2,3,4,4,1,2,1,4,1,1
"AS-0047","AS","761312 ","Control (Math)",2,192,61,183,36,4,11,1,1,1,4,4,4,1,"White",0,0,2,203,54,10,"800597",194,3,4,6,4,2,1,3,3,1,1,4,3
"AS-0050","AS","761312 ","READS         ",2,190,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",0,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0051","AS","761312 ","READS         ",2,156,9,145,1,4,9,4,4,4,2,1,1,1,"Other",1,1,1,162,7,7,"800049",171,7,2,4,3,2,2,3,3,3,3,2,2
"AS-0053","AS","761312 ","READS         ",2,163,17,145,1,4,7,5,3,6,4,2,2,1,"Other",1,1,2,157,5,6,"800049",158,7,3,NA,4,5,4,3,1,3,4,2,3
"AS-0054","AS","761312 ","Control (Math)",2,160,13,154,6,4,4,NA,2,2,4,1,4,3,"Other",1,1,2,175,19,0,"800597",163,6,5,5,5,4,5,4,2,3,4,4,4
"AS-0055","AS","761312 ","Control (Math)",2,168,23,178,29,4,5,1,3,1,2,1,2,3,"Other",1,1,1,181,25,4,"800597",183,3,4,4,2,1,3,3,2,3,3,1,1
"AS-0057","AS","761312 ","Control (Math)",2,210,81,223,86,4,8,1,2,1,4,1,4,1,"White",1,0,1,211,64,10,"800597",219,8,3,6,3,4,3,4,3,1,4,3,3
"AS-0058","AS","761312 ","Control (Math)",2,160,13,145,1,4,6,1,1,1,3,1,4,2,"Black",1,0,1,NA,NA,NA,"800447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0059","AS","761312 ","Control (Math)",2,150,5,142,1,4,2,1,1,1,1,1,1,2,"White",1,1,1,147,1,3,"800447",156,3,3,5,5,5,1,5,4,4,4,4,4
"AS-0060","AS","761312 ","READS         ",2,168,23,185,39,4,10,2,NA,NA,3,1,3,NA,"White",1,0,1,NA,NA,NA,"800049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0061","AS","761312 ","Control (Math)",2,153,7,154,6,4,11,1,6,1,4,4,4,4,"Other",1,1,1,172,15,0,"800597",154,11,4,6,5,5,4,5,3,4,4,3,NA
"AS-0062","AS","761312 ","READS         ",2,143,1,170,20,4,11,6,6,5,4,4,4,4,"Other",1,1,1,175,19,10,"800049",156,10,3,5,3,4,NA,NA,NA,NA,NA,NA,NA
"AS-0063","AS","761312 ","Control (Math)",2,188,55,183,36,4,1,1,1,1,1,1,1,1,"Black",1,0,1,205,57,10,"800597",219,8,5,4,1,2,5,5,2,NA,4,1,2
"AS-0064","AS","761312 ","Control (Math)",2,163,17,176,26,4,2,1,3,2,1,1,4,1,"Black",0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0068","AS","761312 ","Control (Math)",2,179,39,199,60,4,1,1,1,1,1,1,1,1,"White",1,0,2,220,73,0,"800597",219,3,3,2,1,4,4,3,2,1,1,1,1
"AS-0069","AS","761312 ","Control (Math)",2,188,55,212,76,4,4,1,1,2,3,1,1,3,"Other",1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0070","AS","761312 ","READS         ",2,160,13,178,29,4,10,5,2,2,4,4,1,3,"Other",1,0,1,203,54,8,"800049",191,6,2,2,2,2,1,5,2,1,3,1,2
"AS-0071","AS","761312 ","Control (Math)",2,177,36,151,4,4,NA,6,6,3,4,4,4,1,"White",0,0,2,165,9,0,"800597",145,3,1,6,1,5,NA,NA,NA,NA,NA,NA,NA
"AS-0072","AS","761312 ","READS         ",2,181,43,178,29,4,10,4,5,2,4,1,4,3,"Other",0,1,1,197,45,6,"800049",196,11,4,3,3,3,4,3,2,3,4,3,2
"AS-0073","AS","761312 ","Control (Math)",2,188,55,207,71,4,3,1,2,2,2,1,2,1,"White",1,0,2,208,61,6,"800597",211,4,3,3,3,2,4,NA,4,2,2,1,2
"AS-0074","AS","761312 ","READS         ",2,195,65,217,81,4,6,6,1,1,3,3,1,3,"Other",1,1,1,205,57,4,"800049",198,3,2,3,2,1,2,1,2,1,2,1,1
"AS-0075","AS","761312 ","Control (Math)",2,192,61,195,55,4,9,1,3,6,4,1,4,2,"Other",1,0,2,211,64,0,"800597",219,4,3,1,1,4,2,4,3,2,4,4,3
"AS-0077","AS","761312 ","READS         ",2,179,39,207,71,4,10,3,1,1,4,1,2,2,"White",1,0,1,217,70,3,"800260",241,9,4,3,4,3,4,4,4,3,3,3,3
"AS-0079","AS","761312 ","Control (Math)",2,165,19,170,20,4,2,1,1,1,2,2,2,2,"White",1,1,1,181,25,6,"800597",215,4,3,4,3,2,2,1,2,1,1,1,1
"AS-0084","AS","761312 ","READS         ",2,146,3,145,1,4,3,3,1,2,1,4,4,4,"White",1,1,1,162,7,0,"800049",173,5,3,3,5,3,5,5,3,3,3,3,4
"AS-0086","AS","761312 ","READS         ",2,156,9,157,8,4,7,5,3,6,4,2,3,1,"White",1,1,2,NA,NA,NA,"800049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0087","AS","761312 ","READS         ",2,192,61,192,50,4,3,4,4,3,3,2,3,3,"Other",1,0,2,197,45,4,"800049",232,7,4,4,3,3,2,2,3,1,3,1,2
"AS-0088","AS","761312 ","Control (Math)",2,195,65,189,45,4,2,NA,1,1,1,1,1,1,"Other",1,1,1,203,54,4,"800597",208,3,3,3,2,3,2,2,2,2,1,1,2
"AS-0091","AS","761312 ","Control (Math)",2,192,86,205,89,3,7,1,2,1,3,4,4,1,"White",0,0,1,205,76,3,"800186",223,3,3,2,3,2,3,2,3,1,3,1,2
"AS-0092","AS","761312 ","Control (Math)",2,171,56,158,20,3,3,1,1,1,3,3,4,4,"Other",1,1,1,177,36,0,"800552",181,10,5,5,1,1,5,4,4,4,1,1,1
"AS-0095","AS","761312 ","Control (Math)",2,174,62,170,39,3,8,1,1,1,4,3,4,4,"White",1,1,2,210,81,6,"800186",223,9,4,3,4,3,4,5,4,3,3,1,1
"AS-0096","AS","761312 ","Control (Math)",2,156,24,158,20,3,10,1,2,1,3,3,2,1,"White",0,0,2,168,23,8,"800186",154,7,4,5,3,4,4,3,4,3,1,2,3
"AS-0097","AS","761312 ","READS         ",2,143,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0098","AS","761312 ","READS         ",2,202,92,214,94,3,11,4,6,3,4,3,3,2,"White",0,0,1,226,92,5,"800644",247,5,4,NA,4,1,4,4,4,4,3,3,4
"AS-0100","AS","761312 ","READS         ",2,192,86,184,65,3,6,6,1,1,1,1,4,1,"White",0,0,2,195,65,4,"800644",212,6,2,6,3,2,2,2,2,4,4,1,2
"AS-0102","AS","761312 ","Control (Math)",2,148,11,NA,NA,3,3,1,1,2,4,1,4,3,"White",1,1,1,160,13,6,"800552",157,9,4,6,4,4,4,4,2,4,4,4,4
"AS-0105","AS","761312 ","READS         ",2,171,56,161,24,3,6,5,1,1,4,1,4,2,"Black",1,0,1,184,48,2,"800644",189,10,4,2,1,1,1,5,2,1,4,4,4
"AS-0106","AS","761312 ","READS         ",2,160,32,158,20,3,3,1,1,2,4,4,4,1,"Other",1,1,2,188,55,10,"800644",187,4,5,3,5,4,3,4,3,4,3,3,3
"AS-0107","AS","761312 ","Control (Math)",2,147,10,143,4,3,2,3,3,2,3,4,2,4,"White",1,1,1,NA,NA,0,"800552",157,8,4,5,3,4,3,2,3,4,4,3,2
"AS-0108","AS","761312 ","Control (Math)",2,224,99,197,82,3,1,1,1,1,3,3,3,3,"White",1,0,1,NA,NA,NA,"800552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0109","AS","761312 ","Control (Math)",2,148,11,153,13,3,10,2,2,4,3,1,4,1,"Black",1,0,1,156,9,2,"800186",142,6,1,6,5,4,5,1,2,1,1,2,3
"AS-0110","AS","761312 ","Control (Math)",2,192,86,180,58,3,11,1,6,6,4,4,4,4,"White",1,0,1,179,39,10,"800552",203,10,5,6,5,4,3,4,3,1,3,1,4
"AS-0111","AS","761312 ","Control (Math)",2,147,10,141,3,3,6,3,2,3,3,4,3,3,"White",1,1,2,163,17,8,"800552",163,10,4,4,3,4,4,2,2,4,4,3,3
"AS-0112","AS","761312 ","Control (Math)",2,156,24,152,12,3,3,1,1,3,2,1,2,3,"Other",1,1,2,165,19,7,"800552",181,5,3,6,3,2,3,3,3,3,3,2,2
"AS-0115","AS","761312 ","Control (Math)",2,160,32,166,32,3,5,1,2,6,3,1,3,4,"Other",0,1,2,183,46,0,"800552",176,2,1,2,2,2,2,2,3,2,1,1,3
"AS-0116","AS","761312 ","READS         ",2,147,10,155,15,3,4,4,1,3,1,1,4,2,"Other",1,1,1,132,1,0,"800644",145,3,4,4,4,3,3,4,2,1,4,1,1
"AS-0117","AS","761312 ","READS         ",2,134,1,136,1,3,6,2,6,6,4,4,4,3,"Black",1,0,1,156,9,4,"800644",151,2,2,6,4,4,2,5,3,1,2,1,2
"AS-0118","AS","761312 ","Control (Math)",2,162,36,161,24,3,1,1,6,1,4,3,2,1,"White",1,1,1,170,25,2,"800186",151,11,3,6,3,4,3,4,2,3,4,3,3
"AS-0119","AS","761312 ","READS         ",2,202,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0120","AS","761312 ","READS         ",2,158,28,166,32,3,10,5,1,3,4,1,2,3,"Black",1,0,1,168,23,0,"800644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0121","AS","761312 ","READS         ",2,192,86,168,36,3,2,3,1,1,1,1,1,1,"White",1,1,2,183,46,2,"800186",203,3,5,2,3,2,2,1,3,1,1,1,1
"AS-0122","AS","761312 ","READS         ",2,NA,NA,170,39,NA,11,6,1,1,4,1,4,1,NA,NA,NA,1,NA,NA,9,"800256",199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0129","AS","761312 ","Control (Math)",2,146,3,151,4,4,4,1,1,3,2,1,2,2,"White",1,1,2,154,3,6,"800597",148,6,3,4,3,2,3,1,5,3,3,2,2
"AS-0131","AS","761312 ","Control (Math)",2,160,13,170,20,4,2,1,2,1,3,4,4,3,"White",1,0,1,203,54,0,"800597",163,2,4,2,1,1,2,3,2,1,1,1,2
"AS-0136","AS","761312 ","READS         ",2,153,7,178,29,4,3,6,1,2,3,1,2,2,"Other",1,1,1,169,13,2,"800049",180,3,5,5,5,5,3,5,2,3,4,3,3
"AS-0137","AS","761312 ","READS         ",2,163,17,163,13,4,6,6,2,6,4,4,4,4,"Other",1,1,2,175,19,8,"800049",175,8,3,5,5,5,3,3,2,3,4,3,3
"AS-0140","AS","761312 ","Control (Math)",2,NA,NA,170,20,4,10,6,6,NA,3,4,4,4,"Other",1,1,2,181,25,6,"800597",165,8,4,6,3,4,3,3,3,4,4,3,4
"AS-0142","AS","761312 ","READS         ",2,177,36,160,10,4,11,4,3,1,4,4,NA,3,"White",1,1,2,178,22,0,"800049",194,11,3,5,5,2,4,4,3,4,4,3,3
"AS-0143","AS","761312 ","Control (Math)",2,160,13,154,6,4,5,1,5,1,1,3,4,1,"White",1,1,2,147,1,4,"800597",152,6,3,6,3,3,3,3,2,3,3,3,3
"AS-0144","AS","761312 ","Control (Math)",2,163,17,165,14,4,5,1,2,2,1,1,4,4,"Black",1,0,2,169,13,4,"800597",160,6,3,6,3,4,4,5,2,4,4,3,4
"AS-0145","AS","761312 ","READS         ",2,184,48,185,39,4,2,5,2,3,2,1,3,1,"Other",1,0,1,175,19,4,"800049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0149","AS","761312 ","READS         ",2,168,23,157,8,4,6,5,1,1,3,3,4,3,"Other",1,1,1,175,19,2,"800049",185,6,3,3,3,4,3,3,3,2,4,2,4
"AS-0150","AS","761312 ","Control (Math)",2,173,29,185,39,4,11,1,1,1,4,4,4,3,"Other",1,1,2,211,64,10,"800597",204,11,5,6,4,4,5,5,3,4,4,1,4
"AS-0152","AS","761312 ","Control (Math)",2,173,29,176,26,4,3,1,2,3,2,2,2,2,"White",1,1,2,169,13,6,"800597",178,6,3,2,2,2,3,NA,3,3,3,2,3
"AS-0153","AS","761312 ","READS         ",2,181,43,195,55,4,5,4,1,5,4,2,2,3,"White",0,0,1,214,67,6,"800049",208,6,4,4,5,4,4,3,3,4,2,3,4
"AS-0155","AS","761312 ","Control (Math)",2,170,25,178,29,4,6,1,3,1,3,1,4,3,"White",1,1,1,175,19,0,"800597",191,9,3,3,1,3,2,2,2,3,1,1,1
"AS-0157","AS","761312 ","READS         ",2,192,61,207,71,4,9,6,5,1,3,3,3,4,"White",1,0,1,205,57,6,"800049",211,5,3,4,2,3,3,2,2,3,3,3,2
"AS-0158","AS","761312 ","READS         ",2,201,72,195,55,4,3,3,3,1,1,1,4,4,"Other",1,0,2,211,64,0,"800049",185,8,3,3,3,2,3,2,2,1,3,2,2
"AS-0159","AS","761312 ","READS         ",2,190,58,199,60,4,6,6,6,6,4,4,3,4,"White",1,1,1,208,61,2,"800049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0162","AS","761312 ","Control (Math)",2,214,84,207,71,4,7,1,2,2,2,2,3,2,"White",1,1,2,220,73,5,"800597",271,4,4,3,4,3,5,5,4,3,4,3,2
"AS-0164","AS","761312 ","Control (Math)",2,175,33,185,39,4,4,1,4,2,2,2,4,2,"White",1,0,1,211,64,2,"800597",224,3,3,3,2,2,3,3,4,2,4,2,1
"AS-0166","AS","761312 ","READS         ",2,146,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"White",0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0167","AS","761312 ","Control (Math)",2,181,43,178,29,4,NA,5,2,1,4,3,4,1,"White",1,0,1,193,39,2,"800597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0168","AS","761312 ","Control (Math)",2,192,61,189,45,4,10,1,1,6,1,1,4,1,"Other",1,1,1,190,35,10,"800597",271,9,4,5,3,4,3,4,5,4,2,1,3
"AS-0169","AS","761312 ","READS         ",2,150,5,176,26,4,6,2,2,2,3,3,3,3,"Other",0,1,2,181,25,10,"800049",178,7,3,4,3,3,3,3,3,3,4,2,2
"AS-0170","AS","761312 ","Control (Math)",2,165,19,178,29,4,6,2,4,3,2,2,2,2,"White",0,1,2,187,32,10,"800597",178,8,4,6,3,4,3,4,3,4,2,1,3
"AS-0175","AS","761312 ","Control (Math)",2,192,86,184,65,3,11,1,3,1,4,4,4,1,"Other",0,0,1,190,58,10,"800552",223,9,4,6,3,3,4,4,3,4,3,1,3
"AS-0176","AS","761312 ","Control (Math)",2,156,24,159,21,3,11,1,5,3,4,4,4,1,"Other",1,1,2,181,43,0,"800552",181,6,5,4,5,4,4,3,5,4,1,3,4
"AS-0177","AS","761312 ","Control (Math)",2,160,32,168,36,3,1,1,1,1,1,1,1,1,"Other",1,0,1,195,65,10,"800186",217,6,4,6,5,5,4,5,4,4,4,4,4
"AS-0179","AS","761312 ","READS         ",2,160,32,161,24,NA,3,5,2,2,1,1,2,1,"Other",0,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0180","AS","761312 ","Control (Math)",2,192,86,190,74,3,1,1,1,1,1,1,1,1,"Other",1,1,2,NA,NA,NA,"800186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0181","AS","761312 ","Control (Math)",2,184,77,170,39,3,6,1,1,1,4,4,4,3,"White",1,1,1,214,84,7,"800552",223,6,5,4,3,3,5,3,2,1,2,2,1
"AS-0183","AS","761312 ","READS         ",2,137,2,144,4,3,1,3,1,2,3,4,3,2,"White",1,0,1,168,23,6,"800644",170,11,5,6,4,5,4,4,5,2,4,4,4
"AS-0184","AS","761312 ","READS         ",2,171,56,159,21,3,6,6,1,2,4,4,4,1,"White",1,1,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0185","AS","761312 ","READS         ",2,168,50,197,82,3,10,3,4,5,4,4,4,1,"White",1,0,1,186,52,2,"800644",223,11,4,4,3,4,3,4,4,1,1,1,4
"AS-0186","AS","761312 ","Control (Math)",2,144,7,157,18,3,NA,1,2,1,2,4,3,1,"Other",1,1,2,170,25,8,"800186",173,11,4,5,4,4,NA,NA,5,4,2,1,1
"AS-0187","AS","761312 ","Control (Math)",2,135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0188","AS","761312 ","Control (Math)",2,162,36,170,39,3,1,1,1,2,1,1,1,3,"White",1,0,1,NA,NA,NA,"800552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0189","AS","761312 ","READS         ",2,224,99,224,98,3,6,6,4,3,4,4,4,1,"White",1,0,2,260,99,10,"800256",238,8,3,6,3,2,3,4,3,3,4,1,1
"AS-0190","AS","761312 ","READS         ",2,150,13,168,36,3,8,4,4,4,1,3,2,1,"Other",0,1,2,184,48,10,"800644",187,9,4,5,3,3,2,5,3,2,1,1,2
"AS-0191","AS","761312 ","READS         ",2,165,43,170,39,3,6,6,1,1,4,4,4,1,"Other",1,1,1,198,69,6,"800186",247,11,5,6,4,4,4,4,5,3,3,1,1
"AS-0196","AS","761320 ","READS         ",2,171,56,170,39,3,4,4,1,3,3,1,4,2,"Other",1,0,1,186,52,6,"800385",192,3,3,3,3,2,2,3,2,3,4,3,1
"AS-0198","AS","761320 ","Control (Math)",2,171,56,176,50,3,6,1,1,1,2,1,3,1,"White",1,0,1,146,3,0,"800509",163,6,4,6,4,5,4,5,1,3,3,2,3
"AS-0200","AS","761320 ","READS         ",2,179,70,163,28,3,7,6,6,2,4,3,3,1,"Black",1,0,1,201,72,10,"800256",199,5,5,5,5,3,5,4,3,2,2,3,2
"AS-0212","AS","761320 ","READS         ",2,171,56,168,36,3,5,3,6,4,4,4,3,4,"Black",1,0,2,156,9,1,"800385",163,2,4,2,4,2,3,1,1,1,3,2,2
"AS-0213","AS","761320 ","Control (Math)",2,212,96,224,98,3,11,1,6,6,4,3,1,1,"White",1,0,1,235,96,2,"800509",230,11,5,3,5,1,5,5,5,3,1,1,1
"AS-0219","AS","761320 ","Control (Math)",2,160,13,168,17,4,2,1,2,2,1,1,1,1,"Other",1,0,1,169,13,0,"800403",175,5,4,4,3,2,4,5,2,1,4,1,1
"AS-0220","AS","761320 ","Control (Math)",2,245,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0221","AS","761321 ","Control (Math)",2,179,39,181,33,4,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,1,195,42,2,"800447",201,5,3,6,3,3,3,2,2,1,3,1,1
"AS-0222","AS","761320 ","READS         ",2,132,1,138,1,4,8,3,1,1,4,1,2,1,"White",0,1,2,157,5,0,"800243",165,4,2,4,1,2,1,1,2,1,1,1,1
"AS-0223","AS","761320 ","Control (Math)",2,192,61,185,39,4,1,1,1,1,4,2,2,2,"Other",1,1,2,195,42,8,"800403",215,5,5,4,3,2,3,2,3,1,1,1,1
"AS-0224","AS","761320 ","READS         ",2,235,96,223,86,4,11,2,5,5,4,3,1,1,"White",0,0,1,254,95,4,"800243",251,6,5,3,5,1,5,5,5,4,4,3,3
"AS-0226","AS","761320 ","Control (Math)",2,195,65,195,55,4,5,1,4,1,3,4,3,4,"White",0,0,2,214,67,0,"800403",224,8,3,4,3,4,4,3,4,2,3,1,2
"AS-0227","AS","761320 ","READS         ",2,245,99,247,97,4,11,5,6,5,4,3,1,1,"White",0,0,1,254,95,3,"800243",261,11,4,2,4,2,4,4,5,3,1,1,1
"AS-0228","AS","761320 ","READS         ",2,177,36,170,20,4,1,1,1,1,1,1,2,1,"Other",1,1,2,190,35,0,"800243",185,2,2,3,2,2,2,2,2,2,3,2,2
"AS-0229","AS","761320 ","READS         ",2,184,48,170,20,4,8,6,2,2,1,1,2,1,"White",1,1,1,178,22,0,"800243",215,2,1,5,1,1,2,1,3,1,1,1,1
"AS-0230","AS","761320 ","Control (Math)",2,183,46,203,66,4,7,1,4,3,4,3,4,3,"White",1,1,2,197,45,4,"800403",219,9,3,5,3,2,3,4,5,4,4,1,1
"AS-0234","AS","761320 ","READS         ",2,143,1,148,3,4,6,4,5,1,4,4,4,2,"Black",1,0,2,159,6,0,"800243",165,2,2,2,1,1,1,1,1,1,2,1,1
"AS-0235","AS","761320 ","Control (Math)",2,146,3,145,1,4,1,3,1,3,4,4,4,3,"White",1,1,2,154,3,2,"800403",158,2,2,1,1,1,4,3,3,3,1,2,3
"AS-0236","AS","761320 ","Control (Math)",2,173,29,170,20,4,6,NA,NA,2,2,1,NA,NA,"White",1,0,1,159,6,2,"800403",215,3,3,4,3,1,3,3,2,1,1,1,1
"AS-0238","AS","761320 ","READS         ",2,163,17,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Other",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS-0241","AS","761320 ","READS         ",2,186,52,187,42,4,6,5,2,1,1,1,2,1,"Other",1,0,2,172,15,10,"800243",188,6,2,6,2,3,2,2,3,3,3,1,2
"AS-0242","AS","761320 ","Control (Math)",2,163,17,151,4,4,2,1,2,2,3,3,3,1,"Black",0,0,1,159,6,1,"800403",163,5,3,NA,NA,NA,2,2,3,2,4,2,3
"AS-0244","AS","761320 ","Control (Math)",2,201,72,176,26,4,8,1,2,1,2,4,3,2,"White",1,0,1,211,64,8,"800403",224,5,3,5,3,3,3,3,4,3,3,3,3
"AS-0246","AS","761320 ","READS         ",2,168,23,178,29,4,6,6,1,1,4,2,3,1,"White",1,1,1,169,13,0,"800243",168,3,3,3,3,3,3,3,3,2,2,2,2
"AS-0247","AS","761320 ","Control (Math)",2,195,65,217,81,4,8,1,1,6,4,2,3,3,"White",1,0,1,208,61,1,"800403",251,4,3,3,3,2,3,4,2,3,4,2,2
"AS-0249","AS","761320 ","READS         ",2,136,1,160,10,4,5,5,1,4,3,1,4,1,"White",1,0,2,154,3,3,"800243",165,4,2,4,2,3,1,1,2,3,4,1,2
"AS-0250","AS","761320 ","Control (Math)",2,181,43,178,29,4,11,1,3,3,4,3,1,1,"Black",0,0,2,197,45,0,"800403",198,3,4,1,4,4,4,4,5,4,4,1,NA
"AS-0253","AS","761320 ","Control (Math)",2,201,72,217,81,4,7,1,1,1,3,1,2,1,"White",1,0,2,208,61,0,"800403",251,3,3,1,3,3,3,3,2,2,3,2,2
