"id","district","sch","exp_group","poverty_school","s3","s3npr","f3","f3npr","grade_fall2013","many13","s13_10","s13_11","s13_12","often13","family13","s13_15","s13_16","ethnicity_new","frl_new","lep_new","gender_new","s4","s4npr","tri14","teach","f4","many14","often14","s14_6","s14_7","s14_8","s14_9","s14_10","s14_11","family14","s14_13","s14_14","s14_15"
"DU-0708","DU","320310 ","Control (Math)",2,162,36,170,39,3,9,NA,1,1,3,3,4,2,"Hispanic",1,0,1,190,58,0,"800329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0710","DU","320310 ","Control (Math)",2,141,5,147,7,3,NA,2,1,1,3,1,2,2,"Black",1,0,2,143,1,0,"800510",142,3,5,1,5,4,5,5,2,3,4,4,4
"DU-0711","DU","320310 ","READS         ",2,147,10,140,2,3,4,4,3,3,3,3,3,3,"Hispanic",1,0,1,165,19,4,"800013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0713","DU","320310 ","Control (Math)",2,150,13,161,24,3,3,1,1,2,2,1,2,2,"Black",1,0,2,173,29,0,"800329",192,4,4,1,5,3,5,3,4,3,4,3,4
"DU-0714","DU","320310 ","READS         ",2,162,36,161,24,3,9,1,1,2,1,1,1,1,"Black",1,0,1,186,52,0,"800013",151,11,4,3,2,2,1,1,2,1,2,1,4
"DU-0715","DU","320310 ","READS         ",2,130,1,147,7,3,2,1,2,1,2,2,4,1,"Black",1,0,1,156,9,0,"800013",160,1,5,1,4,5,4,1,1,4,2,3,3
"DU-0716","DU","320310 ","Control (Math)",2,160,32,163,28,3,7,1,6,5,1,4,4,2,"Hispanic",1,0,1,179,39,0,"800329",183,3,1,2,1,3,1,3,2,1,2,1,3
"DU-0717","DU","320310 ","READS         ",2,147,10,155,15,3,6,2,6,1,4,4,3,1,"Hispanic",1,1,1,146,3,5,"800510",154,2,1,2,5,1,1,1,1,1,4,4,4
"DU-0718","DU","320310 ","READS         ",2,145,8,141,3,3,11,5,6,3,3,3,1,4,"Hispanic",1,1,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0719","DU","320310 ","READS         ",2,141,5,141,3,3,NA,4,2,1,1,1,1,1,"Hispanic",1,1,2,160,13,0,"800510",165,NA,4,4,4,3,4,2,3,1,3,3,3
"DU-0720","DU","320310 ","Control (Math)",2,144,7,144,4,3,2,1,3,NA,1,2,4,2,"Black",1,0,1,165,19,2,"800510",168,4,5,2,5,4,4,5,3,4,4,4,4
"DU-0721","DU","320310 ","Control (Math)",2,141,5,144,4,3,NA,2,NA,NA,3,4,1,2,"Hispanic",1,1,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0724","DU","320310 ","Control (Math)",2,168,50,159,21,3,11,2,3,4,4,3,3,3,"Hispanic",1,1,1,173,29,0,"800329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0727","DU","320310 ","READS         ",2,156,24,161,24,3,2,1,2,2,4,1,3,4,"Black",1,0,2,150,5,0,"800510",NA,2,4,1,1,3,3,4,2,2,4,4,4
"DU-0728","DU","320310 ","READS         ",2,143,6,145,5,3,8,6,6,1,2,4,4,4,"Hispanic",1,1,2,156,9,0,"800013",138,6,1,4,3,4,2,5,5,2,3,3,1
"DU-0729","DU","320310 ","READS         ",2,154,20,159,21,3,6,6,1,1,3,4,4,4,"Black",1,0,1,173,29,10,"800510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0730","DU","320310 ","Control (Math)",2,140,4,155,15,3,NA,2,6,1,1,1,1,1,"Black",1,0,2,NA,NA,0,"800329",145,1,1,1,5,5,5,5,1,1,1,1,1
"DU-0731","DU","320310 ","Control (Math)",2,184,77,180,58,3,6,2,2,2,4,4,1,NA,"Black",1,0,1,214,84,10,"800329",217,4,4,5,4,4,4,4,5,1,2,1,1
"DU-0733","DU","320310 ","READS         ",2,NA,NA,144,4,3,NA,2,NA,NA,4,1,4,3,"Black",1,0,2,136,1,0,"800240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0734","DU","320310 ","Control (Math)",2,156,24,145,5,3,6,5,1,1,3,1,4,4,"Black",1,0,1,146,3,0,"800329",192,9,4,5,5,4,5,5,2,4,4,2,3
"DU-0735","DU","320310 ","Control (Math)",2,132,1,138,1,3,1,1,3,1,3,2,3,2,"Black",1,0,2,150,5,0,"800250",NA,3,1,1,1,5,1,1,4,4,1,3,3
"DU-0736","DU","320310 ","Control (Math)",2,162,36,159,21,3,11,6,3,6,4,4,3,4,"Hispanic",1,1,1,153,7,2,"800013",178,5,3,NA,3,3,3,NA,2,3,4,3,3
"DU-0737","DU","320310 ","Control (Math)",2,147,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hispanic",1,0,2,153,7,0,"800329",154,6,3,6,3,2,2,3,1,2,2,2,1
"DU-0738","DU","320310 ","READS         ",2,139,3,139,2,3,3,5,1,3,3,4,1,3,"Black",1,0,2,156,9,0,"800510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0739","DU","320310 ","READS         ",2,192,86,197,82,3,11,6,6,4,4,3,4,4,"Black",1,0,1,226,92,0,"800510",203,7,5,3,4,3,3,4,2,4,3,3,3
"DU-0741","DU","320310 ","Control (Math)",2,156,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0742","DU","320310 ","READS         ",2,168,50,157,18,3,11,6,5,6,4,3,2,4,"Hispanic",1,0,2,170,25,0,"800510",170,11,4,5,3,2,4,3,3,3,2,2,2
"DU-0743","DU","320310 ","READS         ",2,165,43,138,1,3,5,6,2,2,4,4,4,4,"Black",1,0,1,170,25,0,"800013",195,3,3,4,1,3,3,3,1,3,3,1,1
"DU-0744","DU","320310 ","Control (Math)",2,114,1,138,1,3,5,6,5,5,4,3,3,4,"Black",1,0,2,160,13,0,"800510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0745","DU","320310 ","READS         ",2,145,8,143,4,3,6,6,2,3,4,4,4,4,"Hispanic",1,1,2,165,19,3,"800013",148,11,5,6,5,4,4,4,3,4,4,4,4
"DU-0746","DU","320310 ","READS         ",2,168,50,166,32,3,6,6,4,2,3,3,4,1,"Hispanic",1,0,1,179,39,0,"800013",207,4,3,4,3,3,3,3,2,1,3,1,1
"DU-0747","DU","320310 ","READS         ",2,162,36,166,32,3,6,2,2,1,2,1,3,2,"Hispanic",1,1,2,173,29,8,"800510",181,11,5,5,4,2,5,3,3,3,1,1,4
"DU-0748","DU","320310 ","Control (Math)",2,160,32,157,18,3,6,1,3,1,3,3,3,4,"Hispanic",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0749","DU","320310 ","READS         ",2,156,24,159,21,3,NA,5,3,1,1,2,4,3,"Other",1,0,1,175,33,3,"800510",183,3,1,5,1,1,3,4,2,1,4,3,2
"DU-0750","DU","320310 ","Control (Math)",2,179,70,166,32,3,5,1,6,3,NA,1,3,2,"Hispanic",1,1,2,175,33,6,"800329",176,5,5,5,3,2,5,1,5,3,2,3,2
"DU-0755","DU","320310 ","Control (Math)",2,179,70,180,58,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0756","DU","320310 ","Control (Math)",2,147,10,144,4,3,11,6,6,6,4,4,4,4,"Black",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0757","DU","320310 ","READS         ",2,202,92,205,89,3,7,6,1,5,3,3,3,1,"Hispanic",1,0,1,195,65,8,"800013",238,4,3,5,3,2,3,2,3,3,2,1,1
"DU-0758","DU","320310 ","READS         ",2,179,70,176,50,3,6,6,1,3,1,1,1,1,"Black",1,0,1,198,69,4,"800013",203,1,1,3,1,1,1,1,2,1,1,1,1
"DU-0759","DU","320310 ","READS         ",2,157,26,158,20,3,10,6,4,1,4,2,4,4,"Black",1,0,1,192,61,0,"800013",189,10,5,6,5,5,4,4,5,4,4,4,4
"DU-0760","DU","320310 ","Control (Math)",2,168,50,152,12,3,2,2,3,2,4,3,4,4,"Black",1,0,1,156,9,0,"800329",157,NA,4,3,3,4,2,3,3,1,3,2,3
"DU-0761","DU","320310 ","Control (Math)",2,162,36,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Hispanic",1,0,2,183,46,8,"800008",181,7,4,5,1,1,3,1,4,3,1,1,1
"DU-0762","DU","320310 ","READS         ",2,156,24,149,9,3,2,1,2,1,1,1,4,1,"Hispanic",1,0,2,156,9,2,"800013",170,1,1,2,2,2,3,1,2,2,4,1,1
"DU-0763","DU","320310 ","Control (Math)",2,154,20,157,18,3,8,3,2,2,4,1,3,1,"Black",1,0,1,168,23,0,"800329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0765","DU","320310 ","Control (Math)",2,154,20,163,28,3,3,1,2,1,3,3,4,2,"Black",1,0,2,184,48,10,"800561",168,3,2,6,2,4,1,2,2,1,3,2,1
"DU-0768","DU","320310 ","Control (Math)",2,148,11,148,8,3,1,1,1,1,1,2,1,1,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0770","DU","320310 ","Control (Math)",2,171,56,157,18,3,2,1,2,1,4,1,4,1,"Hispanic",1,1,2,175,33,0,"800510",192,11,4,6,4,4,4,4,5,1,4,1,2
"DU-0771","DU","320310 ","READS         ",2,143,6,141,3,3,2,3,3,4,2,3,4,1,"Hispanic",1,1,2,146,3,0,"800510",165,11,4,6,3,5,4,5,4,4,3,2,3
"DU-0772","DU","320310 ","READS         ",2,151,15,144,4,3,NA,5,6,3,4,4,4,4,"Black",1,0,1,163,17,2,"800263",160,11,3,5,3,3,3,3,2,3,3,3,3
"DU-0773","DU","320310 ","READS         ",2,NA,NA,173,44,3,NA,1,NA,NA,3,3,3,3,"Black",1,0,2,150,5,0,"800510",178,4,2,5,1,2,2,3,3,2,2,3,3
"DU-0774","DU","320310 ","Control (Math)",2,165,43,158,20,NA,11,3,5,6,1,NA,3,3,"Black",0,0,1,NA,NA,NA,"800510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0776","DU","320310 ","READS         ",2,NA,NA,143,4,3,6,6,3,3,1,4,1,4,"Black",0,0,1,146,3,2,"800013",151,1,1,1,5,4,1,2,4,1,4,4,4
"DU-0778","DU","320310 ","Control (Math)",2,156,24,158,20,3,11,1,6,1,4,4,4,3,"Black",1,0,2,168,23,0,"800235",185,11,4,1,4,4,5,5,3,3,4,3,3
"DU-0779","DU","320310 ","READS         ",2,162,36,158,20,3,7,5,2,6,4,4,2,2,"Black",1,0,1,173,29,6,"800510",178,11,4,6,4,3,5,3,2,3,4,4,1
"DU-0780","DU","320310 ","Control (Math)",2,184,77,184,65,3,11,1,6,3,4,4,4,3,"Black",1,0,1,198,69,0,"800329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0781","DU","320310 ","Control (Math)",2,192,86,176,50,3,11,6,6,6,4,4,4,1,"Hispanic",1,0,1,179,39,2,"800235",192,6,4,6,3,2,4,3,4,3,1,1,2
"DU-0782","DU","320310 ","READS         ",2,145,8,150,10,3,2,2,2,1,4,4,4,2,"Black",1,0,1,160,13,2,"800510",163,6,5,6,5,5,4,4,5,1,4,4,3
"DU-0783","DU","320310 ","Control (Math)",2,145,8,143,4,3,1,1,2,1,4,2,3,4,"Hispanic",1,1,1,156,9,0,"800572",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0784","DU","320310 ","Control (Math)",2,148,11,157,18,3,1,NA,1,1,1,1,1,1,"Black",1,0,1,168,23,0,"800329",176,5,3,1,3,3,1,2,2,4,4,1,3
"DU-0785","DU","320310 ","Control (Math)",2,160,32,161,24,3,3,2,1,2,1,1,1,1,"Hispanic",1,1,2,150,5,0,"800329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0786","DU","320310 ","Control (Math)",2,145,8,145,5,3,2,1,2,2,1,2,3,2,"Hispanic",1,1,1,153,7,8,"800329",157,5,5,6,3,5,5,4,5,4,4,1,4
"DU-0788","DU","320310 ","READS         ",2,135,1,159,21,3,9,6,4,3,4,2,4,2,"Black",1,0,2,153,7,0,"800510",151,6,2,1,1,1,2,3,3,2,3,2,3
"DU-0789","DU","320310 ","READS         ",2,156,24,176,50,3,6,1,6,2,4,2,1,1,"Black",1,0,1,179,39,0,"800013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0791","DU","320310 ","READS         ",2,157,26,158,20,3,2,2,2,3,4,1,1,3,"Hispanic",1,0,2,175,33,10,"800013",189,7,3,6,2,2,4,2,4,1,1,1,2
"DU-0792","DU","320310 ","Control (Math)",2,135,1,141,3,3,3,2,2,3,3,1,4,1,"Hispanic",1,1,1,136,1,6,"800510",145,6,2,2,2,2,2,1,2,2,2,2,2
"DU-0794","DU","320310 ","READS         ",2,150,13,166,32,3,6,4,3,1,4,4,4,4,"Hispanic",1,1,1,170,25,0,"800013",157,7,4,5,NA,NA,4,4,4,3,3,1,1
"DU-0796","DU","320310 ","READS         ",2,174,62,176,50,3,6,2,2,6,4,3,4,3,"Hispanic",1,1,2,198,69,0,"800510",192,3,3,3,3,3,3,3,3,2,3,2,1
"DU-0797","DU","320310 ","READS         ",2,NA,NA,143,4,3,2,2,2,1,2,3,3,1,"Black",1,0,2,153,7,0,"800013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0798","DU","320310 ","READS         ",2,114,1,139,2,3,11,6,1,3,3,1,4,2,"Hispanic",1,1,2,139,1,0,"800510",157,7,3,5,3,2,4,3,3,3,2,3,2
"DU-0799","DU","320310 ","Control (Math)",2,171,56,190,74,3,9,1,3,2,4,1,4,3,"Other",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0800","DU","320310 ","READS         ",2,154,20,158,20,3,3,6,3,5,2,2,2,4,"Black",1,0,1,163,17,0,"800013",154,2,3,2,3,3,2,2,2,3,3,2,2
"DU-0803","DU","320310 ","Control (Math)",2,158,28,148,8,3,1,1,1,1,1,1,1,1,"Black",1,0,1,173,29,0,"800329",178,5,3,2,5,5,5,3,2,3,4,4,2
"DU-0804","DU","320315 ","READS         ",2,NA,NA,NA,NA,3,10,2,6,1,4,3,4,4,"Black",1,0,1,173,29,0,"800250",176,7,4,5,2,2,4,3,1,1,3,3,4
"DU-0805","DU","320315 ","Control (Math)",2,160,32,180,58,3,2,1,2,1,4,4,4,4,"Black",0,0,1,188,55,10,"800431",183,1,5,6,4,4,4,4,3,4,4,3,3
"DU-0806","DU","320315 ","READS         ",2,202,92,176,50,3,10,6,4,5,4,2,1,1,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0807","DU","320315 ","READS         ",2,NA,NA,145,5,3,10,6,5,6,3,3,4,3,"Black",1,0,1,136,1,0,"800321",NA,5,2,3,NA,NA,1,1,2,3,2,1,1
"DU-0808","DU","320315 ","Control (Math)",2,153,18,158,20,3,4,1,1,1,3,1,4,1,"White",1,0,1,165,19,0,"800431",176,NA,1,3,1,3,3,2,1,4,4,3,3
"DU-0809","DU","320315 ","READS         ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0810","DU","320315 ","Control (Math)",2,NA,NA,197,82,3,2,1,1,3,1,1,4,1,"Black",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0811","DU","320315 ","READS         ",2,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,1,3,"Black",1,0,1,150,5,0,"800321",163,4,3,6,4,2,3,3,4,4,3,2,4
"DU-0813","DU","320315 ","Control (Math)",2,184,77,176,50,3,2,2,1,6,1,1,NA,1,"Black",1,0,2,195,65,0,"800250",170,5,3,3,2,2,2,4,3,3,4,1,2
"DU-0814","DU","320315 ","READS         ",2,143,6,157,18,3,5,3,6,2,4,2,2,4,"Hispanic",1,1,2,168,23,0,"800250",170,3,3,2,1,3,1,5,2,1,2,1,3
"DU-0815","DU","320315 ","Control (Math)",2,154,20,155,15,3,1,1,1,5,2,1,1,1,"Black",1,0,2,146,3,3,"800431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0817","DU","320315 ","READS         ",2,140,4,143,4,3,2,2,6,2,1,1,4,4,"Black",1,0,2,143,1,0,"800250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0819","DU","320315 ","Control (Math)",2,145,8,184,65,3,1,NA,2,6,2,1,4,1,"Black",1,0,2,160,13,0,"800250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0820","DU","320315 ","Control (Math)",2,168,50,161,24,3,NA,1,NA,NA,1,2,1,1,"Black",1,0,2,175,33,0,"800250",142,5,3,3,4,3,1,4,4,3,1,1,4
"DU-0824","DU","320315 ","Control (Math)",2,151,15,158,20,3,6,6,4,1,4,4,4,3,"Black",1,0,1,156,9,0,"800250",160,6,4,6,4,3,1,1,1,1,2,1,3
"DU-0825","DU","320315 ","READS         ",2,158,28,170,39,3,3,3,3,3,4,4,4,3,"Hispanic",1,0,2,177,36,0,"800321",192,7,4,6,3,4,3,4,4,4,1,2,2
"DU-0826","DU","320315 ","READS         ",2,157,26,173,44,3,11,2,2,1,2,2,2,3,"Black",0,0,2,181,43,0,"800250",189,11,4,2,3,4,3,4,2,4,3,4,3
"DU-0828","DU","320315 ","Control (Math)",2,NA,NA,152,12,3,6,1,5,1,3,2,3,3,"Black",1,0,1,153,7,0,"800431",165,8,4,4,4,5,4,3,5,4,4,1,2
"DU-0830","DU","320315 ","Control (Math)",2,157,26,153,13,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0831","DU","320315 ","READS         ",2,165,43,173,44,3,6,6,1,1,4,1,4,4,"Hispanic",0,1,1,192,61,8,"800321",176,6,1,6,1,1,4,1,1,1,4,4,1
"DU-0832","DU","320315 ","Control (Math)",2,168,50,166,32,3,5,3,3,2,3,3,1,1,"Black",1,0,2,177,36,0,"800431",185,3,2,6,1,1,1,1,1,1,1,1,1
"DU-0833","DU","320315 ","READS         ",2,154,20,159,21,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0835","DU","320315 ","Control (Math)",2,150,13,161,24,3,3,3,3,3,4,4,4,4,"Hispanic",1,1,1,146,3,0,"800250",181,6,4,6,1,1,1,2,3,1,4,4,1
"DU-0836","DU","320315 ","Control (Math)",2,192,86,214,94,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0837","DU","320315 ","READS         ",2,156,24,157,18,3,NA,6,6,5,2,2,4,2,"Black",0,0,2,165,19,0,"800250",148,6,4,5,4,2,5,4,2,3,3,2,4
"DU-0838","DU","320315 ","Control (Math)",2,179,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0839","DU","320315 ","Control (Math)",2,154,20,157,18,3,9,6,3,3,2,2,2,4,"Hispanic",1,1,2,170,25,0,"800431",165,3,1,3,4,1,2,3,3,1,2,1,1
"DU-0840","DU","320315 ","READS         ",2,162,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0841","DU","320315 ","Control (Math)",2,160,32,161,24,3,1,1,1,1,1,1,1,1,"Black",1,0,2,168,23,0,"800250",154,9,3,4,1,3,3,3,4,2,1,3,3
"DU-0842","DU","320315 ","READS         ",2,192,86,176,50,3,3,3,3,3,4,1,2,2,"Black",0,0,1,205,76,9,"800250",187,4,3,3,4,3,3,3,2,4,4,4,4
"DU-0843","DU","320315 ","READS         ",2,171,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0844","DU","320315 ","READS         ",2,157,26,152,12,3,9,2,6,6,2,1,1,4,"Hispanic",1,1,1,165,19,9,"800321",168,5,4,6,4,4,4,3,3,2,4,1,3
"DU-0845","DU","320315 ","READS         ",2,150,13,152,12,3,7,4,6,3,3,2,3,3,"White",1,0,2,163,17,1,"800246",157,2,3,2,3,2,1,2,2,2,1,3,2
"DU-0846","DU","320315 ","Control (Math)",2,156,24,159,21,3,3,1,4,3,3,2,4,2,"Hispanic",1,1,1,170,25,10,"800431",195,7,5,6,3,3,3,3,2,2,4,1,1
"DU-0847","DU","320315 ","Control (Math)",2,153,18,152,12,3,11,6,6,6,4,4,4,4,"Black",0,0,2,143,1,9,"800431",157,7,4,6,4,4,4,4,3,4,4,4,4
"DU-0848","DU","320315 ","READS         ",2,144,7,144,4,3,5,6,4,3,3,2,3,3,"Black",1,0,2,143,1,0,"800250",142,11,4,6,4,3,3,3,5,4,3,1,4
"DU-0849","DU","320315 ","Control (Math)",2,162,36,159,21,3,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0850","DU","320315 ","Control (Math)",2,135,1,149,9,3,1,NA,1,2,1,2,4,3,"Black",1,0,2,165,19,3,"800431",165,7,5,6,5,3,5,4,4,4,4,2,4
"DU-0851","DU","320315 ","READS         ",2,174,62,173,44,NA,11,6,3,4,4,3,4,1,"Hispanic",0,0,2,NA,NA,2,"800321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0854","DU","320315 ","READS         ",2,139,3,149,9,3,6,2,1,1,1,2,3,1,"Black",1,0,2,175,33,3,"800321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0856","DU","320315 ","Control (Math)",2,201,72,176,26,4,11,1,6,2,4,3,4,4,"Black",1,0,1,181,25,0,"800332",204,5,4,3,4,3,3,4,2,3,4,3,4
"DU-0857","DU","320315 ","Control (Math)",2,198,69,145,1,4,2,2,6,1,1,3,4,4,"Black",0,0,1,203,54,0,"800332",158,1,4,1,4,4,1,1,2,1,4,4,NA
"DU-0858","DU","320315 ","READS         ",2,153,7,151,4,4,6,6,3,1,2,1,1,1,"Black",1,0,2,181,25,1,"800060",163,1,3,5,3,4,1,1,2,1,3,3,2
"DU-0859","DU","320315 ","Control (Math)",2,184,48,207,71,4,5,NA,1,1,2,1,2,1,"Other",0,0,2,237,86,4,"800332",208,11,4,6,3,3,4,4,3,3,4,1,1
"DU-0860","DU","320315 ","READS         ",2,205,76,207,71,4,11,6,6,6,4,3,4,3,"Black",1,0,2,208,61,3,"800060",224,8,4,5,4,5,4,5,2,1,1,1,1
"DU-0861","DU","320315 ","READS         ",2,190,58,189,45,4,9,6,3,1,3,2,3,2,"Black",1,0,1,193,39,6,"800335",204,10,3,6,3,3,2,3,3,3,3,2,2
"DU-0862","DU","320315 ","Control (Math)",2,205,76,192,50,4,10,5,6,5,4,3,1,1,"Hispanic",1,0,1,230,81,10,"800332",251,7,3,6,3,2,3,2,4,3,2,2,1
"DU-0864","DU","320315 ","Control (Math)",2,168,23,148,3,4,2,1,1,1,1,2,4,4,"Black",0,0,1,165,9,10,"800332",188,7,4,6,4,2,1,1,3,2,4,1,1
"DU-0865","DU","320315 ","Control (Math)",2,NA,NA,148,3,4,1,1,1,1,3,3,3,3,"Hispanic",1,0,1,172,15,6,"800332",191,1,5,1,5,5,5,5,1,4,4,4,4
"DU-0866","DU","320315 ","READS         ",2,188,55,185,39,4,NA,NA,NA,NA,NA,NA,NA,NA,"Black",1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0867","DU","320315 ","READS         ",2,179,39,185,39,4,7,3,4,3,4,3,3,3,"Black",1,0,1,181,25,0,"800060",208,7,3,3,3,3,4,4,2,3,2,1,1
"DU-0868","DU","320315 ","READS         ",2,160,13,142,1,4,11,2,1,4,4,NA,1,2,"Black",1,0,1,157,5,6,"800335",168,3,2,3,2,5,4,3,5,2,3,1,4
"DU-0869","DU","320315 ","Control (Math)",2,153,7,151,4,4,1,6,1,1,1,1,1,1,"Black",1,0,2,154,3,4,"800335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0870","DU","320315 ","READS         ",2,183,46,163,13,4,NA,NA,NA,NA,NA,NA,NA,NA,"Black",0,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0871","DU","320315 ","Control (Math)",2,168,23,154,6,4,8,NA,2,NA,4,4,4,3,"Black",1,0,1,165,9,0,"800332",188,5,3,6,3,3,2,2,3,3,3,3,3
"DU-0872","DU","320315 ","READS         ",2,150,5,157,8,4,4,5,2,6,2,3,2,1,"Hispanic",0,1,2,157,5,0,"800335",158,9,1,4,4,2,3,4,2,1,1,2,4
"DU-0873","DU","320315 ","Control (Math)",2,156,9,142,1,4,2,1,3,1,4,1,2,1,"Black",1,0,2,165,9,0,"800332",152,1,2,1,2,1,1,1,1,3,1,1,1
"DU-0874","DU","320315 ","Control (Math)",2,205,76,163,13,4,2,1,1,5,1,1,4,1,"Black",1,0,2,181,25,0,"800332",219,10,4,1,4,3,4,3,3,3,2,1,4
"DU-0876","DU","320315 ","READS         ",2,198,69,192,50,NA,11,5,6,3,4,3,4,4,"Hispanic",0,0,1,NA,NA,4,"800335",198,11,4,6,5,5,5,3,4,4,4,2,4
"DU-0878","DU","320315 ","READS         ",2,181,43,173,23,4,6,6,1,6,4,4,4,2,"Black",1,0,1,175,19,0,"800060",163,7,1,3,1,2,4,1,4,1,2,1,1
"DU-0879","DU","320315 ","Control (Math)",2,150,5,145,1,4,1,1,1,2,4,4,4,4,"Other",1,0,1,149,1,0,"800060",165,1,1,1,1,4,4,5,5,4,4,1,4
"DU-0880","DU","320315 ","Control (Math)",2,226,92,217,81,4,NA,NA,NA,NA,NA,NA,NA,NA,"Black",0,0,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU-0881","DU","320315 ","READS         ",2,146,3,160,10,4,NA,6,NA,NA,2,3,4,2,"Black",1,0,2,162,7,0,"800060",156,NA,3,2,3,4,5,3,3,4,4,4,3
